desc_translation,sentiment
,Neutral
,Neutral
"married, three wonderful sons. Failure is my passion, just like football. cocky is also wise. critical",Positive
"married, three wonderful sons. Failure is my passion, just like football. cocky is also wise. critical",Positive
"Italy idiots. The book. Fourth edition. If I had not written it myself, I would buy it. If I could not buy, I would steal.",Negative
Author. Anthropologist. Now: COVID19 prevention. Prev: Ebola emergency response. Actual specialism: Reintegration child soldiers. Tweets in Dutch and English.,Neutral
Author. Anthropologist. Now: COVID19 prevention. Prev: Ebola emergency response. Actual specialism: Reintegration child soldiers. Tweets in Dutch and English.,Neutral
"""We are hated and antisocial, we are the best club of all""",Positive
"""We are hated and antisocial, we are the best club of all""",Positive
"Something with medicine, psychology and guess what else ...",Neutral
"Something with medicine, psychology and guess what else ...",Neutral
Spokesman (from Oct 12 @Alliander.) | Volunteer @BrandweerMWB | crisis | Politics | Radio & Podcast | walking | train Travel,Neutral
"Comes on the BRES for the elderly, the chronically ill.
The world has enough for everyone's needs, but not for everyone's GREED.
Twitters personal capacity",Negative
"Comes on the BRES for the elderly, the chronically ill.
The world has enough for everyone's needs, but not for everyone's GREED.
Twitters personal capacity",Negative
you're like an Indian summer in the middle of winter with ☆ katy 27052018,Neutral
"Politics and Infrastucture, NE corridor, D + E, High Speed ​​Lines, Transport Policy, e-mobility, Hub & Spoke.Ruimtelijke planning, TOD. Energy and Transport",Positive
"You will only see it when you get it! Expert experience in many vlakken😬. MCDD / autism, PGB, HEDS ♿",Positive
"You will only see it when you get it! Expert experience in many vlakken😬. MCDD / autism, PGB, HEDS ♿",Positive
"We inspect slaughterhouses, farms, markets and transports compliance EU animal welfare laws. Animal welfare and provide training to police and cattle industry",Neutral
"Strong together! 🌹🌹🌹 (Mantel) Make Poverty, Debt, FCR KBR CIK, Women's Rights, Fairtrade, #Stoppesten, take in care.",Positive
"Strong together! 🌹🌹🌹 (Mantel) Make Poverty, Debt, FCR KBR CIK, Women's Rights, Fairtrade, #Stoppesten, take in care.",Positive
"Etten-Leur, NAC Breda, #hardlopen #lekkerfit. Happily married with @phaestkaaij together and heading to France! (@ Chambredhotes2b)!",Positive
Ex-police control room Centralist Eindhoven designated liaison ME and Disaster Team. Felled and incapacitated by work-related PTSD. Member of:,Neutral
"In retrospect, I'm all better. I am not responsible for what you are reading.
💖 Iris and Sleeping Beauty: @huishondjes 🌈
Discrimination ❌ Dierenleed ❌ Aggression ❌Porno ❌",Positive
Artist - Working for Freedom and Justice in Palestine.Stand Up to Racism. End to Israel's Illegal Occupation & War No Justice,Negative
Artist - Working for Freedom and Justice in Palestine.Stand Up to Racism. End to Israel's Illegal Occupation & War No Justice,Negative
Freedom to know the truth. Communicate true messages. And act truthfully,Positive
Freedom to know the truth. Communicate true messages. And act truthfully,Positive
Good New Jager 📰 | humor 😂 | every day is a new opportunity 🍀 | positivo 💪🏽 | The average Dutchman 🇳🇱 | Tower Club and the secret of the mound 📚✒,Positive
Good New Jager 📰 | humor 😂 | every day is a new opportunity 🍀 | positivo 💪🏽 | The average Dutchman 🇳🇱 | Tower Club and the secret of the mound 📚✒,Positive
,Neutral
,Neutral
This is the Twitter account of Association PEL Leeuwarden. PEL is a local organization for people with little money. Our website: https://t.co/7PXZF6nnGg,Negative
"@ActionAid_NL Sr. Researcher (PhD) - Personal Views - RT / quote / following ≠ endorsement; Africa-Global-Local, 🇲🇿🇳🇬🇪🇺",Neutral
"#ELITE a real estate agency founded in #Fuengirola, #Malaga (#Spain) by Fred van Krimpen. Experienced in Spanish Real Estate since 1978. Boquerón the Importacion",Positive
"Freelance PR / Event Manager @Hausel mother Ronin and Luz, with @jarlrule in 030",Neutral
"Safety & Environment: Regulation, implementation, vision & Workflow",Neutral
"Safety & Environment: Regulation, implementation, vision & Workflow",Neutral
Neuroscientist | President @ZonMw | Exec Board @NWOnieuws | professor | Chair @AnatNeu_Ams | #MSresearch | Philosophy | Director @BreininBeeld |,Neutral
Neuroscientist | President @ZonMw | Exec Board @NWOnieuws | professor | Chair @AnatNeu_Ams | #MSresearch | Philosophy | Director @BreininBeeld |,Neutral
Chairman - Presenter BNR - podcast: Beyond half meters - / discussion leader / father / cyclist / hockey / # Model3,Negative
"TeamPSG⚽️ # # # Team Iphone. April 15, 1999 God blessed me.",Neutral
From Soesterberg and now in Gouda. ❤sjoelen ❤karaoke,Neutral
,Neutral
,Neutral
,Neutral
Timo ➕ 💍 ♡ ♡ ♡ Diede Mees ➕💒➕Verzorgende IG Buurtzorg ➕,Neutral
Timo ➕ 💍 ♡ ♡ ♡ Diede Mees ➕💒➕Verzorgende IG Buurtzorg ➕,Neutral
,Neutral
,Neutral
"When I do not know things, I do not think that i do either. Unknown Unknowns specialist; Those interested in I do not know I do not know!",Positive
myself am,Neutral
myself am,Neutral
,Neutral
,Neutral
"💚🍀 # walking coach # # Brabant🌿 career 💚 HR 💚 Chirunner ☘️ den Bosch 🍃 reader of everything, including milk cartons 🌿 @JazzN 💚 NOLOC",Neutral
transverse connector | blogger @medischcontact | social insurance | lawyer | phd | teacher | write | read | singing | art & science | semper fi | @ JimsMusicBox1,Positive
transverse connector | blogger @medischcontact | social insurance | lawyer | phd | teacher | write | read | singing | art & science | semper fi | @ JimsMusicBox1,Positive
"Blogs at https://t.co/rubauaDxuQ
#theaterblogger at @DeMeenthe & #reisblogger Verzon #Zwerfboekendag & blogte @Libelle she / her https://t.co/IxgG4gAPCe...",Neutral
We are building a world where all children can live healthy and safe. https://t.co/RM3XNjqFWM,Positive
We are building a world where all children can live healthy and safe. https://t.co/RM3XNjqFWM,Positive
,Neutral
,Neutral
,Neutral
"😍slim loyal and respectvol😍

💑❤
🦂🦂Scorpion🦂🦂
Nowhere is better than yard",Positive
"Critical of abuse (environmental) science, EU MSM. Skepticism and humor are virtues. Greedy researcher (sea) sailor, and one thing and another blogger",Neutral
zooming through it,Neutral
"Prince-aholic, musicaholic, yellow-black NAC heart, Etten-Leur, Brabant, Grunn, working @breda, https://t.co/faZWivqznX",Neutral
"Prince-aholic, musicaholic, yellow-black NAC heart, Etten-Leur, Brabant, Grunn, working @breda, https://t.co/faZWivqznX",Neutral
Moroccan-Dutch living in Germany doing whatever comes to mind,Neutral
"EU Times delivers world breaking news and information on the latest top stories, economy, entertainment, politics, and more.",Positive
"vegetables + fruit + + herbal flower planting, harvesting and tuck in your own gourmet feast GARDEN GARDEN in eMagazine in six seasons; eBooks Feast GARDEN; Now write 'n Garden Roman Feast",Positive
Mayor of Wijdemeren,Neutral
Mayor of Wijdemeren,Neutral
"Bert Gorter, Accident Specialist / Lecturer Police College Amsterdam. Urgent: Call 112. No emergency: Call 0900-8844",Neutral
"Dad of two boys, working in IT (#testing / #devops / #automation / #coaching), #liberal mindset, loves cars but does drive a regular Ford Focus Wagon",Neutral
Proud dad Kian !! #CarpeDiem #AllesInBalans,Positive
Proud dad Kian !! #CarpeDiem #AllesInBalans,Positive
city ​​green urban street art people migration fair trade teaching development economics football ajax MVV dvva @soccerrockerNL vinyl photo Amsterdam,Positive
city ​​green urban street art people migration fair trade teaching development economics football ajax MVV dvva @soccerrockerNL vinyl photo Amsterdam,Positive
Not in 140 characters catch,Neutral
Not in 140 characters catch,Neutral
"My Weird Dreams Cartoons & Comics: Weird, Funny, Bloody, and Incorrect Cartoons. Bad cartoonist who almost never draws a cartoon ...",Negative
"My Weird Dreams Cartoons & Comics: Weird, Funny, Bloody, and Incorrect Cartoons. Bad cartoonist who almost never draws a cartoon ...",Negative
"White female in the Netherlands | The pandemic is a HOAX | Anti Feminism | Anti Promiscuity | Tired of this shit.
Retweet / Like does not equal endorsement.",Negative
,Neutral
,Neutral
"Pan, he / him | Aspiring plant dad 🌻, baking queen 🥧, new in 🎭 | Superpolyglot: 🇳🇱🇬🇧🇩🇪🇫🇷🇪🇸🇸🇪, learning: 🇮🇪🇮🇹 | Views are my own.",Positive
"Health Hobbies: Photographing 📷Blijdorp, Friends of Zoo",Neutral
"Proud grandmother of five, wife of Remi (18 years), OppasOma, Skating looking Championships / World Cup, legpuzzelen, volunteer children.
@ @ JopieThuismus gab.com",Positive
Sincerely,Positive
Sincerely,Positive
"A nation that yields to tyrants will lose more than life and property, then the light goes out!",Positive
"A nation that yields to tyrants will lose more than life and property, then the light goes out!",Positive
Head of Programs @ Commons Network,Neutral
Head of Programs @ Commons Network,Neutral
FAMILY | THEME PARK FREAK | FITNESS | TRAVEL | HEALTH ツ,Neutral
"unorthodox thinker
floating voter
Under the surface is all white.",Neutral
"unorthodox thinker
floating voter
Under the surface is all white.",Neutral
"""Like a veiled Ninja
@Touaregtweet stalks
our political asylum
ambushing inmates
with barbed shurikens
dipped in humor. ""
(© @RicharddeNooy #poetroll) she / her",Neutral
,Neutral
,Neutral
,Neutral
,Neutral
"I'm especially a connector, networker, organizer and can motivate people to innovate.
Working together is sharing towards success.",Positive
"3rd generation, one passport, not integrated, poor housewife, good (grand) mother, education, politics displaced, columns and opinion",Positive
,Neutral
,Neutral
chief technologist,Neutral
"Retired, opaque, photographer, bassist, violinist and music omnivore.",Neutral
"real dutch boy, vache qui aime la France apartment in Berlin und zu Hause ist 🤗
Wer wird mich listet blocked access",Positive
"tweetteler, ounce stunner, a half meter reader waffle poacher, andijvidualist, day prince, future hofknar",Negative
"Only two things are infinite, the universe and human stupidity, and I'm not sure about the universe. Albert Einstein",Negative
Commercial Director Belgium at @GfK. Retail expert. All views are my own overexpressed.,Positive
"Vocalist / Consultant - Interested in: politics, sports, singing and expert on nonprofit organization buddies Netherlands Heals.",Positive
"Vocalist / Consultant - Interested in: politics, sports, singing and expert on nonprofit organization buddies Netherlands Heals.",Positive
Quick News for headhunters and commuters. News collected through RSS feeds. Follow back.,Positive
Thanks for following!,Positive
Thanks for following!,Positive
"First feature of style is clarity. (Aristotle)
#Rummikub",Positive
,Neutral
,Neutral
"Forwarder Import / Export specialist now working as independent consultant for VAT and EU Laws, Customs Break Bulk Logistics Supply Chain, Chain Block, fulfillment",Neutral
"Poet ... Boise, Idaho / The ""awakening"" is happening. Together we will create tomorrow.",Neutral
"May we have found a cure for most evils; but we have found no remedy for the worst of them all, the apathy of human beings.
Helen Keller",Negative
"United we stand, devided we fall.",Neutral
"United we stand, devided we fall.",Neutral
"DePuttenaer.nl, house-to-house newspaper in town Putten online 24/7 to date with news, 112, sports, agenda. Readers News.",Neutral
Non-conformist and critical observer of world politics aliquando et insanire iucundum est 🇳🇱,Neutral
Non-conformist and critical observer of world politics aliquando et insanire iucundum est 🇳🇱,Neutral
"Personal attendant (Ambulatory / live) coach central client council, secr. Works complaints officer, employed by De Waerden.",Positive
"Personal attendant (Ambulatory / live) coach central client council, secr. Works complaints officer, employed by De Waerden.",Positive
"BELGRADE proud and West Flanders, Nationalist, Left rat, Atheist. Gilles de la Tourette

Hasta la victoria semper!",Positive
"Age44
Likes = fun
no thunder dome bit hard techno de2vrouwen whom I smoorverliefdwas / -I am more rave
#IkGaHetNietOverCoronaHebbenIsZiekteOpZich",Positive
"Crazy about cycling.
Work at: Sex https://t.co/hCIMhnAfnm. Not a sexworker ....",Negative
"Crazy about cycling.
Work at: Sex https://t.co/hCIMhnAfnm. Not a sexworker ....",Negative
"Father (2x), stepfather (2x), cat (2x), ICT, blues harp, music, books, Exact Synergy",Positive
International Communication and Media | Co founder Señor Salsa | Chaparrita | Hot sauce | Utrecht | Mexico,Positive
International Communication and Media | Co founder Señor Salsa | Chaparrita | Hot sauce | Utrecht | Mexico,Positive
